"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,161,"NIC","Nicaragua",167,"NIC","Nicaragua","NICARAGUA","Nicaragua","Nicaragua",NA,NA,NA,"Nicaragua ","Nicaragua ","<U+041D><U+0438><U+043A><U+0430><U+0440><U+0430><U+0433><U+0443><U+0430>","<U+0646><U+064A><U+0643><U+0627><U+0631><U+0627><U+062C><U+0648><U+0627>","<U+5C3C><U+52A0><U+62C9><U+74DC> ",NA,NA,"Nicaragua","NI",NA,"NU",558,"1838","Present",5071423,129047.398,39.2989171312079,"Central America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Low income","Less indebted","HIPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
